url,title,published,price,maintenance,size,bedrooms,bathrooms,broker,adress,google_maps_pin,secondary_attributes,description
https://www.portalinmobiliario.com/MLC-1450696601-gran-oportunidad-de-venta-departamento-amplio-en-jardin-del-_JM#position=44&search_layout=grid&type=item&tracking_id=c3a30f60-d2e2-4f03-b567-c5de87f01642,Gran Oportunidad De Venta Departamento Amplio En Jardín Del ,Publicado hace 7 meses,UF8.200,, 117 m² totales, 3 dormitorios, 3 dormitorios,Melej Gestión Inmobiliaria,"Reñaca, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-32.9763982%2C-71.5394676&zoom=16&size=732x300&signature=YqpZWuju7ZomAfogCVZwY9NXfKM=,"Ascensor: Sí,Terraza: Sí,Estacionamientos: 0,Bodegas: 0,Piscina: Sí,Admite mascotas: Sí,Antigüedad: 0 años","MELEJ GESTIÓN INMOBILIARIAVende departamento de amplios espacios y de finas terminaciones en sector residencial de Jardín del Mar, Viña del Mar.Ubicación privilegiada muy cerca de la locomoción colectiva, supermercados, colegiosDimensiones:108m2 construidos117m2 totalesDescripción:Hall de entrada y de distribuciónLiving comedor muy luminoso con salida a la terraza con vista panorámica.Cocina amplia con cubierta de granito, encimera y horno eléctrico. Tiene bastantes muebles y espacio suficiente para refrigerador de dos puertas.Remodelaron dormitorio de servicio para la loggiaBaño quedó estupendo de visitasDormitorio principal en suite con baño completo y dos closet. Salida a la terraza Dormitorios dos y tres con closetsEn el pasillo se encuentra baño completo y un closet ropa blanca2 Estacionamientos tandemCaracteristicas:Calefacción centralAlarmaPiso porcelanato, maderaEl Edificio cuenta con:Camino interno disfrutando de  la naturaleza, que permite tener acceso para salir por avenida principal.Piscina exterior Piscina temperadaSaunaBaños SaunasSala multiusoGimnasioDos quinchosJuegos de niñosConserjería 24/7Cámaras de vigilanciasAscensoresEstacionamientos de visitas"
