url,title,published,price,maintenance,size,bedrooms,bathrooms,broker,adress,google_maps_pin,secondary_attributes,description
https://www.portalinmobiliario.com/MLC-1980246190-departamento-con-vista-jardin-del-mar-renaca-_JM#position=16&search_layout=grid&type=item&tracking_id=fdbe29a4-493a-4f52-becc-4460c0d72c7b,"Departamento Con Vista Jardín Del Mar, Reñaca.",Publicado hace 5 meses,$155.000.000,Gastos comunes aproximados $ 75.000, 78 m² totales, 2 dormitorios, 2 dormitorios,Pilar Zamora A.,"Los Sargazos 1524, 2540298 Valparaíso, Viña Del Mar, Valparaíso, Chile, Reñaca, Viña Del Mar, Valparaíso",https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=-32.9772558%2C-71.5291279&zoom=16&size=732x300&signature=OlFBzWdf48gMdB5snb8taZaHOkM=,"Orientación: NP,Piscina: Sí,Admite mascotas: Sí,Antigüedad: 10 años,Bodegas: 0,Ascensor: Sí,Terraza: Sí,Estacionamientos: 1,Número de piso de la unidad: 9","Se vende cómodo departamento ubicado en Los Sargazos, Jardín del Mar, Reñaca.Excelente conectividad en barrio consolidado a tan solo minutos de camino internacional, a 5 minutos de Viña y cercano a todo, supermercados, colegios, playa, cafeterías y centros comerciales.Se vende a puerta cerrada con todo incluido valor $165.000.000, o sin muebles $161.000.000.Cuenta con cómoda cocina incluida con comedor, living con salida a la terraza con linda vista y muy soleado, 2 dormitorios, principal en suite y 2 baños.Edificio cuenta con seguridad, control de acceso con guardias, día y noche, grandes piscinas exteriores, gimnasio, quincho, sala multiuso en piso con vista panorámica.Para inversión, es una propiedad muy cotizada por turistas o aplicación también estudiantes marzo/ dic.Valor gasto común $75.000Contribuciones $540.000"
